index,discriptions,mapped_rating
4493, giao hàng hơi chậm bánh bị xẹp một cái nhưng bù lại bánh ngon date cũng mới  casm ơn shop đã lưu ý k bỏ bánh mochi cho mình ❤️ ,0
4494, kính tốt   giao hàng khá lâu   gắn vào đt thì camera mờ căm k thấy j vì bị che  lớp kính nữa   s vì nt shop k tl ,1
4495, shop đóng gói sp chắc chắn  ship nhanh mà còn tặng thêm móc chìa khoá cho khách   mình đã dùng thử brightening chắc mới một lần nhưng chưa rõ kết quả  nhưng mặt nạ rất mát cảm giác được relax cực kì ngay khi aply  đến khi rửa mặt xong vẫn mát và da mịn láng cực kì   ,0
4496, chưa sử dụng chưa biết chất lượng nhưng mẫu mã đẹp  đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh ,0
4498, chỉ biết khen thôi  đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền ,0
4499, giao nhầm màu cho mình  coi cmtdưới thì thấy có bạn cũng bị giống mình mà shop vẫn chưa khắc phục được lỗi này mình liên hệ với chủ shop bảo sẽ coi lại và liên lạc trả lời mình sau đó shop im lun làm mình chán mình  không thèm nói nữa  không thèm đổi lun  nói chung là thất vọng về cách phục vụ của shop lắm ,1
4500, sao mình đặt  cuốn mà  cuốn có  tấm card  cuốn lại k v tiki  ,1
4501,  lại toét mắt ra mới mở được cái máy thôi  ,1
4502, cuốn đầu tiên mà mình đọc là lối sống tối giản của người nhật và đó là cuộc sống mà mình  thấy hay nhất so với các quyển sách cùng thể loại  nó đầy đủ và có tác động mạnh đến người đọc  sau khi đọc sách mình đỏ bỏ đi rất nhiều đồ đạc không hề nuối tiếc  trong số mình bỏ đi chẳng món nào là mình nuối tiếc và cần dùng đến sau đó cả  còn quyển sách này đơn giản là mô tả căn phòng của một người phụ nữ và chồng cùng hai đứa con không nhiều bài học và tác động từ quyển sách này  chưa kể quyển sách chèn yếu tố pr sản phẩm rất nhiều  nếu bạn muốn tìm hiểu về lối sống tối giản thì tốt nhất bạn nên bắt đầu từ quyển   lối sống tối giản của người nhật   nhé  ,1
4503,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền  thời gian giao hàng cực kỳ nhanh cảm ơn shop  ,0
4504, thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt  về chất lượng sp thì chưa dám oánh giá để dùng ít bữa xem sao  tks shop ,0
4506,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh sẽ ủng hộ shop quài😍❤❤ ,0
4507, đóng gói rất cẩn thận   chất lượng sản phẩm tuyệt vời  shop phục vụ rất tốt ,0
4508, vải toàn nilon nóng bí không thoát mồ hôi  size không chuẩn như bảng size  bé  kg   tuổi mà mua size  mặc chật ních  nhưng lỡ cắt mạc rồi nên không đổi được  ,1
4509, sách dịch một cách máy móc từ  cuốn sách nước ngoài các chế độ dinh dưỡng và cách thức ăn uống không phù hợp với người việt nam thật phí tiền khi mua cuốn sách này  ,1
4510, chat lượng tốt tiện lợi  ,0
4511,  đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời rất dễ ăn ,0
4512, shop đả gui ah thíu bửa mà  chữ k dc ep       kiu shop chinh dep xiu ma thay cung binh thw ak  ma shop phuc vu rat ok ,0
4513,  chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh rất đáng tiền ,0
4514,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền không có gì để bàn cãi ,0
4515,  chất lượng tạm ổn  nhưng áo không giống như hình phần lưới bên trong áo màu trắng không đồng màu với phần lưới ở mũ  nhãn mác không đúng như hình  do vậy cảm giác không tin tưởng là đúng hàng nhập  ,1
4516, sản phẩm giao tới bị lỗi nhưng không có người tới để đổi mặc dù đã liên hệ ,1
4517, rat dep rat ung nhe shop ,0
4518, đẹp các bác à heh ,0
4519, sản phẩm bị cắt mác  ,1
4520, sách rất đẹp thời gian giao hàng nhanh đóng gói cẩn thận nên sách không bị móp méo gì cả sẽ quay lại shop lần sau😚 ,0
4521, giao hàng nhanh nhưng sp không lên nguồn báo shop mấy ngày mà shop vẫn không phản hồi  phục vụ kém quá ,1
4522,  chất lượng sản phẩm tuyệt vời  đóng gói sản phẩm rất đẹp và chắc chắn  shop phục vụ rất tốt  rất đáng tiền ,0
4523, hàng tốt  giá cạnh tranh ,0
4524, giày mang êm chân cao thoáng bảo vệ tốt phần mũi rẻ  ,0
4525, nếu bao bì có thay đổi mẫu mã shop vui lòng cập nhật đúng nhé ,0
4526, loan ơi  anh yêu  em ,0
4527, giày đẹp   giao hàng nhanh ,0
4528, hàng đẹp như hình  chất lượng thì dùng  thời gian mới biết đc ,0
4531, bim tốt  ung hộ shop dai dai ,0
4532,  chất lượng sản phẩm tuyệt vời 😍😍😍  đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt  rất đáng tiền ,0
4533,  thời gian giao hàng rất nhanh nhưng không đạt yêu cầu ,0
4534, spa chất lượng nhân viên đáng yêu ❤️ ,0
4535, hàng lỗi để xa m là không bắt được tín hiệu wifi gốc rồi  chạy rất nóng với không tự động quét được wifi để cài  hơi thất vọng  thua xa con gen  nhiều ,1
4536, nồi bị méo  chất lượng kém cắm từ sáng đến trưa nồi cháo chưa sôi ,1
4537,  không có mẫu nàygiao  không đúng mẫu còn chấp nhận đượcnhưng bị thiếu  chiếc đồng hồ dây lắcrút kinh nghiệm từ những lần mở cục hàng nên có clip ghi lại ,1
4538, giày đẹp phù hợp vs giá tiền ghê ship cũng nhanh ,0
4539, quá dỡ thịt gà bở như giấy vậy  ,1
4540,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn  shop phục vụ rất tốt ,0
4541,  shop phục vụ rất tốt thời gian giao hàng rất nhanh  chất lượng ok  giống hình ,0
4542, mẫu mã đẹp chất lượng rất vừa ý  ,0
4543,  chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh  màu lên chuẩn ,0
4545, hàng đẹp quá👍👍👍 chất lượng sản phẩm tuyệt vời ,0
4546, hàng đẹp như hình mỗi tội chờ lâu 😯 ,0
4547, từ hôm nhận hàng mình đeo được đúng  ngày và nó lăn ra   chết  thôi thế là hết đồng hồ k ai đem đi sửa làm gì     chán với mấy cái sale siếc của ông shope này lắm rồi ,1
4548, trả lời tin nhắn quá chậm  phục vụ không tốt  gọi đt thì lúc bắt máy lúc  không  shop phục vụ rất kém rất không đáng tiền ,1
4549, hàng chuẩn shop đóng gói rất kĩ chủ shop nhiệt tình trả lời thắc mắc của khách hàng  sẽ ủng hộ shop dài dài ,0
4550, đóng gói sơ sàiquat mỏng yếutiền nao của đó ☹️☹️☹️☹️ ,1
4551, giao k cho xem hàng  đặt hỏi size k trả lời  kết quả giầy chật đi rất đau chân  lần duy nhất thôi nhé shop  giầy mũi ôm và gót to không ôm chân ,1
4552, shop gói hàng rất kỹ mùi thơm đễ chịu thích ngay lần đầu sd sẽ tiếp tục sd sp của shop   ,0
4554, dây cáp micro usb không đúng chiều dài như miêu tả chỉ có cm trong khi trên web up  mét  ,1
4555, đặt cái ni giao cái khac la sao z    shop phục vụ rất kém  thời gian giao hàng rất chậm mất ngày ,1
4556, đã đi hẳn  ngày mưa gió rồi mới chụp fedback lại  chân mình đi  nhưng thấy có bạn bảo size bé nên lấy  vừa in luôn  đi  lúc bị tì vào gót nhưng mình thấy đa số giày nào mới đi cũng thế  so với giá là quá đẹp rồi ạ   ,0
4557, đồng hồ đẹp  kính rất dể trầy xướt  hoàn thiện chưa tốt  khung đồng hồ đúc kim loại dư ra đồ nhựa đúc   ,1
4558, sp khá với tầm giá  màu này đẹp  ,0
4559, rất đáng mua  đầu vẽ mảnh phù hợp với người mới bắt đầu  khi trôi không bị lem nhem  xài hết sẽ mua lại  cảm ơn shop ,0
4560, đơn hàng đặt lte bufalo nhưng lại nhận được là sun broadband  bây giờ muốn trả mà không được  ,1
4561,  chất lượng sản phẩm kém chất lượng sản phẩm rất kém đóng gói sản phẩm rất kém rất không đáng tiền không có hiệu quả  ,1
4562,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh chưa tới h mình đã nhận đc hàng ❤❤ ,0
4563, son bám rất lâu  gần như tato lên môi  chất son nhẹ  không dính  ,0
4564, mình ăn mấy lần đều bị đau bụng  ,1
4565, hàg siêu cưng lun shop chất liệu chắc chắn 😘ưng lắm ❤️ ,0
4566, mình thấy mùi này hay hay  mình là nữ nhưg rất thích mùi nam  về chất lượng mình xịt từ sáng đi làm  chiều vẫn còn mùi  rất ưng  chỉ k hiểu sao check code k được   chất lượng sản phẩm tuyệt vời ,0
4567, hàng đẹp  chất lượng ok  mình mua size  thấy hơi rộng  không biết shop có hổ trợ đổi lại size nhỏ hơn không   ,0
4568,  chị chủ shop đáng yêu nhiệt tình giày siêu đẹp ạ 😍😍 ,0
4569, nhanh chóng giá rẻ k cho nạp vt k ,0
4571, đóng gói  không cẩn thận  hàng chấp nhận đươc ,0
4572,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn  áo đẹp body chất cũng khá dày dặn ấm ,0
4573, shop gói hàng rất cẩn thận  sản phẩm ngon  thái độ phục vụ tốt  mình rất hài lòng  ,0
4574, sách thì hay nhưng sao không có băng theo kèm như trong sách nói vậy ,1
4575, hàng lẻ từng chai  không đóng vào lốc  chai cho khách ,1
4576,  chất lượng sản phẩm rất kémlấy màu vàng nhưng gửi màu hồng   như dùng rồi bẩn bẩn  ,1
4577,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn   giao hang nhanh than thien ,0
4578, tại sao k có băng keo đục vâyh ,1
4579, giá rẻ bất ngờcứ ngỡ shop giao nhầm  gói  ,0
4580,  nokia  mình mua  tháng bảo hành  lần     ,1
4581, thế chị cho em biết cách mở đi em không mở được và cũng không ấn được luôn ,1
4582, dòng note hát karaoke rất hay ,0
4583, dầu dừa nhanh khô không bết dính  nếu có tác dụng tốt thì quá ok  bôi tầm  phút thì còn phản phát chút mùi dầu dừa chứ  không mỡ như dầu dừa nguyên chất ,0
4584, giao sai loại hết cũng không báo khách  tiếng      thời gian giao hàng rất chậm ,1
4585,  chất lượng sản phẩm tuyệt vời   rất đáng tiền  shop phục vụ rất tốt  thời gian giao hàng rất nhanh ,0
4586,  rất đáng tiền thời gian giao hàng rất nhanhtất dễ thương cực kìdày lắmkhăn sữa cũng to hon btchỉ có gối chặn thì nhỏ hơn trong mô tảnói chung rất hài lòng  ,0
4587, chất lượng tuyệt vời cô chủ max cute ,0
4588, hàng rất tốt  giao hang nhanh chuột vs bàn phim khá ok led bàn phim như trong hình khá đẹp chuột nháy  màulưu ý các bạn phải ấn nút scrol lock để bật tắt led bàn phím   noi chung danh cho các game thủ chơi thoải mãi khỏi sợ chuột rê k như ý👍👍👍 ,0
4589,  chất lượng sản phẩm tuyệt vời  lần nào mua đồ của shop cũng ưng  mọi người nên mua  ,0
4590,  chất lượng sản phẩm tuyệt vời hàng tốt chuẩn  ,0
4591,  đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh shop đọc tin nhắn nhưng  không trả lời nhưng dù sao cho sao sđt vẫn giao đc hàng  ban đầu mở ra hơi mùi cao su nhưng bỏ ra ngoài thì cũng bớt đi nhẹ chân nên vẫn cho shop  sao ,0
4592, giao hàng siêu nhanh luôn màu đẹp chất nhẹ không khô môi lắm ạ chỉ có mùi hơi nồng thôi ,0
4593, bạn gái e rất thích ạ  ,0
4594, không biết có phải sách hỏng nên tiki sale rẻ hay k nhưng chất lượng của quyển sách này thì không thể chấp nhận nổi tiki nên xem lại chất lượng sách ,1
4595, chẳng khác gì dán chơi cho vui  làm gì có chuyện hút mụn ra ,1
4596, sticker không có nút nên phải gắn bằng keo  chất lượng sản phẩm tuyệt vời ,0
4597,  đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh ,0
4598, rất hài lòng với cách shop đóng gói sản phẩm phô mai rất ngon và date còn dài  rất hài lòng với shop  recomend cho ai muốn mua phô mai cho em bé  d ,0
4599, chất lượng sản phẩm kém kem bị tách nước và  không mịn mùi hắc  ,1
4600,  đóng gói sản phẩm rất đẹp và chắc chắn chưa dùng thử nhưng nhìn hình thức khá hài lòng ,0
4601, chat luong san pham chua tot ,1
4602, dầu gội thơm mùi bưởi dã man  siêu thích  bọt cũng khá nhiều  mùi lưu lại trên tóc thoang thoảng   ,0
4603,  đóng gói sản phẩm rất đẹp và chắc chắn chỉ là mua  cái không có tâng kèm  cục pin nào hết  thời gian giao hàng rất nhanh ,0
4604, con người trong xã hội hiện nay có rất nhiều việc phụ thuộc nhiều vào internet và câu truyện trong sách này là nói về một tình yêu qua internet mà lại vài cái thời ban sơ của mạng cái thời chưa bùng nổ mạng xã hội nên khi cuối tuần phải ngóng cho đến đầu tuần để đến nơi làm việc mà check email chat cùng nhau còn không bạn phải chạy vòng vòng kiếm chỗ có mạng  một tình yêu đơn giản chỉ vì nói chuyện hợp ý nhau chỉ vì khi không đối diện nhau nên dễ dàng chia sẻ không ngại quá khứ của nhau  tình yêu có đẹp thì cũng là qua mạng vẫn phải chọn thực tế dù không như ý  ,1
4605,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh  ngày đã nhận đc hàng  ,0
4606, giao hàng nhanh đóng gói chắc chắn  tuy nhiên cân không chính xác hơi thất vọng ,1
4607,  thời gian giao hàng rất nhanh gà ăn ngon và khá nhiều nhưng shop cho hơi nhiều ớt nên bị cay quá ,0
4608, hàng nhân cũ và xước rất nhiều  đã đổi trả việc hàng cũ lẽ ra nên báo trước với khách hàng ,1
4609, hình in rõ nét  tuyệt vời ,0
4610, may dung tot gia lai hop ly  shop tu van kha hnhiet tinh ,0
4611, chỉ may rất ẩu hàng trung quốc và keo dài dán rất tệ nên khuyên ai mua thì nên xem bình luận của mình kẻo mua về  không hài lòng mình  không hài lòng lắm  ,1
4612, sp đẹp giao h đóng gói sản phẩm rất đẹp và chắc chắn ,0
4613, không biết trong quá trình gói hàng của shop thế nào nhưng lúc em bóc ra là trong bọc có nước ở trong rồi hộp lomo card guanlin bị rách vì thấm nước luôn 😢 ,1
4614, sóng quá kém pm shop  không tl ,1
4615,  chất lượng sản phẩm rất kém  ms mua đc  ngày mà nước đã vào  kim thì bị rơi   quá tệ  thề  không bao gioè mua đồ shope nữa   ,1
4618, sam pham qua te   không nhu quan cao ,1
4619,  đóng gói sản phẩm rất đẹp và chắc chắn   shop phục vụ rất tốt   thời gian giao hàng rất nhanh  minh chua thu co chống nuoc duoc k nhung van cho sh  sao    ,0
4620, shop đóng hàng siêu nhanh  nhận hàng siêu tốc  sáng đặt mà đầu giờ chiều đã nhận được ,0
4621, hàng chuẩn auth đẹp  rất đáng tiền ,0
4622,  chất lượng sản phẩm tuyệt vời  đã dùng thử và thấy rất ok  ,0
4623, giầy không đáng giá này  vải và đế như mấy giầy k bán lề đường  ,1
4624, sản phẩm không đúng như rao bán  ,1
4625, tôi thì lại thấy thật là tuyệt vời  tiền nào của đó  tất cả trong  mà lại còn đẹp nữa  đúng sở thích  sẽ mua  ,0
4626, đồng hồ rất đẹp  hàng y hình  lại còn tặng pin đi kèm nữa  quá đẹp và tiện lợi  cảm thấy sản phẩm này rất đáng tiền và ưng ý  shop tư vấn nhiệt tình  dễ thương   sẽ ủng hộ shop dài dài 😍 ,0
4627,  chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn  mùi thơm dễ chịu lắm nha  ,0
4628, gửi hàng quá nhanh sáng htrc đặt sáng hsau nhận dc hàng luôn👍 ,0
4629, tôi thật sự k hài lòng về sản phẩm ,1
4630,  chất lượng sản phẩm tuyệt vời nhung mua them lai phai tinh phi  ,0
4631, shop rất uy tín có sai sót thiếu hàng nhưng đã nhanh chóng liên lạc và bổ sung hàng đầy đủ  sản phẩm chính hãng giá tốt cám ơn shop  ,0
4632,  đóng gói sản phẩm rất đẹp mình dùng để tặng nên tặng cả set rất sang  người được tặng phản hồi hơi đặc  ,0
4633, cảm ơn shop  chất lượng sản phẩm tuyệt vời rất đáng tiền ,0
4634, chẳng làm mất được gì hết đúng là tiền nào của nấy  ,1
4635,  đóng gói sản phẩm rất đẹp và chắc chắn sữa rất ngon ,0
4636, khi tôi mua điện thoại thì được tặng sạc dự phòng thời gian dự kiến giao vào t nhưng sáng t nhân viên giao hàng mới goi   khi đó tôi đag không ở hà nội  và đã nhờ anh giao hàng giao lại vào thứ   tuy nhiên sáng chủ nhật nhân viên giao hàng có gọi thêm  lần  khi nghe thấy tôi nhờ giao hàng sáng thứ  thì nhân viên cúp máy một cách bất lịch sự  sau đó tôi không thấy bất kỳ một cuộc gọi nào nữa  mấy ngày sau tôi lên kiểm tra thì đơn hàng bị hủy  tôi rất mong tiki có thể làm rõ chuyện này  ,1
4637, shop ktra lại đơn đặt hàng này giúp e nha  đặt  đường giao  lẻo ,1
4638, quyển sách rất hay nội dung thì không thể nào bàn cải gì rồi nhưng có đều dvd và thẻ học miễn phí kèm theo thì mk sử dụng không được dvd thì k nói gì vì nó có thể là do máy của mk bị lỗi hoặc mk k bt cách sử dụng nhưng thẻ học miễn phí trên smartcom mk đã đang nhập đúng với hướng dẫn nhưng tài khoản lại để là  đồng cảm giác rất hụt hẩn và không riêng gì mk có vài bạn mua và cũng không thể sử dụng thẻ và dvd được  ,1
4639, shiper giao hàng nhanh hàng được gói cẩn thậnchất lượng sản phẩm tốt ❤️ ,0
4640,  túi trữ sữa tặng kèm là loại hàng khác  mọi người mua thì chú ý nhé  mình cứ tưởng là cùng  loại cơ  đúngmlaf hàng tặng ,1
4641, mùi thơm ngọt  có điều không hài lòng là trên trang ghi là xuất xứ singapore nhận hàng lại là sản xuất ở trung quốc  ,1
4642, rất đẹp  m rất ưng   ,0
4643, giày quá xấu  tôi muốn trả lại giày và chỉ dùng ví  bằng cách nào ,1
4644,  chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh  ngày vượt mong đợi  ,0
4645, siêu bền đâu mà siêu bền xài  ngày rách luôn  tóm lại tiền nào của đó  ,1
4646, gửi thiếu dây giày mà nt shop  không trả lời ,1
4647, chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền còn được tặng voucherthích lắm cảm ơn shop minh mua lần  rồi mình tin tưởng sản phẩm bên shop bạn  ,0
4648,  máy htc one v khi xưa của mình vừa mua xong đã phải bảo hành  không được up android  sensei chạy rất lag và nặng  loa kém hơn iphone thấy rõ  từ đó mình ghét htc   ,1
4649, mặt bàn bị dơ  chân bàn mất đế   khi ủi vải co rút ,1
4650, thất vọng thật sự  không có lần sau nửa ý thức shop quá kém  ,1
4651,  đóng gói sản phẩm kém mua chủ yếu lấy cái hộp mà hộp nào cũng móp méog ,1
4652,  đọc những dòng của bạn thì mình thấy ipad cũng lắm lỗi nhưng vì có giá cao nên người ta chắp vá để bán lại   ,1
4653, mua màu xám lại giao hồng ,1
4654, đồ dễ thương lam đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh ,0
4656, xấu lủng lổ lắm tấm mỏng nhỏ không xứng với giá   ,1
4657, ban la hong ma cung dám ban la sao cho so dt de liên lạc cung ok dung ok biết co phai lua dao ok day  ,0
4658, chất lượng sản phẩm rất kém cắm điện nhưng hộp cơm không sáng không nóng yêu cầu đổi trả sản phẩm  đã gọi lên tổng đài yêu cầu ngay sau khi nhận được sản phẩm nhưng chưa thấy phản hồi   ,1
4659,  chất lượng sản phẩm tuyệt vời  ốp đẹp như hình    shop làm ăn rất uy tín hàng lổi shop sẽ đều bù  yêu shop❤️❤️❤️ shop phục vụ rất tốt ,0
4660, giao hàng siêu nhanh   đặt hàng sáng thì tối đã giao cho đơn vị vận chuyển và trưa hôm sau hàng có mặt ở nhà mình luôn   chủ shop nhiệt tình   sẽ ủng hộ shop dài đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời ,0
4661,  chất lượng sản phẩm tuyệt vời rất đáng tiền xinh ớn  ,0
4662,  chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền shop phục vụ rất tốt   ,0
4663,  chất lượng sản phẩm tuyệt vời máy hoạt động tốt  khả năng phun tốt ,0
4664, sản phẩm hài lòng  đóng gói kỹ ấy chứ ,0
4665, để tiếp xúc không khí  giờ như hướng dẫn mà vẫn  không có tí gòn nào chăn cực mỏng  ,1
4666, sp tam ổn hop voi giá tien ,0
4667, giao nhầm cho mình bộ màu vàng vịt thành gấu hồng ,1
4668, sim chưa đăng kí bị khoá  chiều phải gọi tổng đài hỏi thì phải đem cmnd với thẻ sim ra đăng kí lại và giá gốc sim này chỉ có k nhưng phải mua với giá k trên thông tin bán hàng không hề đề cập đến vấn đề này  ,1
4669,  đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt  dùng rất thích      ,0
4670,  chất lượng sản phẩm tuyệt vời  rất nhừ và nhanh  ,0
4671,  đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt người dao hàng rất vui tính và nhiệt tình  ,0
4672, shop cho t hỏi hn t ms nhận hàng t hài lòng về chất lượng và muốn đặt thêm một chiếc nửa giá ship lại cao hơn trong khi vẫn địa chỉ củ    ,0
4673, mình rất tin tưởng tiki  đã đặt mua ở đây nhiều năm  đây là lần đầu mình mua giày trên tiki vậy mà tiki kaij giao hàng giả hàng nhái cho mình  mình không ngờ tiki lại làm ăn như vậy  đây là hình ảnh lúc mình mở hàng ra  logo giả đế khác so với hàng thật dây giày không chắc như giày chính hãng  mình có một đôi của biti s hunter rồi  tiki làm như thế này thì sao có thể tin tưởng được nữa chứ  mình rất bức xúc về sản phẩm này mình mong tiki có thể giải quyết vấn đề này giúp mình  ,1
4674, giá đê là  k mà khi tính tiền và thu tiền là k là sao shop ,1
4675, tiki đóng gói sản phẩm rất cẩn thận  sản phẩm phải dùng lâu mới cảm nhận được tác dụng  hạn sử dụng cũng còn khá lâu nên cũng không vấn đề gì  mà mình sợ lỗ chân lông sẽ to nên để dành mùa đông xài  nói chung tạm hài lòng  ,1
4676, hàng như xử dụng rồi cẩn thận nha mấy bạn ơi ,1
4677, san pham tot nhu quang cao dong goi dep  ,0
4678,  nút “quay lại” vô cùng tiện lợi thì không có nhưng lại có nút “chuyển đổi chế độ rung   chuông”  có lẽ aple để dần nhận ra sự ngớ ngẩn   ,1
4679,  chất lượng sản phẩm tuyệt vời   thời gian giao hàng rất nhanh    rất đáng tiền ,0
4680, máy mới mà hư rồi k xài đx hàng face  chất lượng sản phẩm rất kém rất không đáng tiền rất không đáng tiền rất không đáng tiền rất không đáng tiền rất không đáng tiền ,1
4681,  đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn giày đi vừa chân lại êm nữa  sẽ tiếp tục ủng hộ shop  nhưng mà hai cái vòng này màu hơi khác nhau thì phải   thời gian giao hàng rất nhanh ,0
4682, bánh ngon ăn  lần  thùng cho đã haha   ăn hết thùng  mình xong lăn luôn khỏi đi nữa🤣🤣   shop bán hàng rất có tâm   các bạn nên ủng hộ ,0
4683, noi chuyen kem van hoa ,1
4684, đéo đưa dây quấn ná ,1
4685, quần không đúng như quảng cáo ,1
4686, mình khá kì vọng vào nội dung cuốn sách nhưng không được như mình muốn  sách khá mỏng giấy cũng vậy nội dung không có chiều sâu  hờn tiki một chút giấy và bokcare đều bị nhăn ,1
4687, màu không giống hình  rất thất vọng về sản phẩm  ,1
4689, ngon lành cành đào nhưng  không biết sử dung ra sao  ,0
4690, mẫu ma˜ đẹp  mình rất ưng k biết chất lượng ntn thôi ,0
4691,  chất lượng sản phẩm rất kém  sim đã kich hoạt từ truoc  hsd chi dc  thang  mạng rat yếu ,1
4692, sản phẩm này đã cũ quá rồi ngày sx từ năm   cảm thấy hơi thất vọng vì rất tin tưởng tiki nên ít khi  coi date  ,1
4693, nhờ nhận dùm đó đi vắng chưa biết sao ,0
4694, dưỡng ẩm vừa thấm nhanh hồng môi nhẹ ,0
4695, thời gian giao hàng chậm không giống với hình ,1
4696, đóng gói sản phẩm rất kém  hàng giao móp méo không thể tả nhìn là  không muốn nhận  đòi kiểm tra hàng bên trong thì nv giao hàng  không cho khách ktra  khach liên hệ với shop thì nv cửa hàng tỏ thái độ khó chịu ăn nói cộc lóc  shop xem lại thái độ của nv   ,1
4697, táo sạch ngon đẹp mắt sẽ ủng hộ shop tiếp lần sau     ,0
4699,  chất lượng sản phẩm kém  hàng lỗi cũng giao cho khách   ,1
4700, chấ chất lượng sản phẩm có mấy chỗ bị hở keo nói chung kong đẹp  ,1
4701, cái chuối này  không tiện vì hơi dài  cánh ngắn cứ chọc vào mặt đuọc cái mềm mn mua nên cân nhắc loại cầm tay hoặc hươu ,0
4702, ốp đẹp lắm ạ tks ciu shop nha    ,0
4703,  chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt shop phục vụ rất tốt thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh ,0
4704, hang test ok đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanhcon de thoi gian tra loi nua  ,0
4706, sữa tắm thơm  mùi bò dễ chịu lúm  thêm chủ shop dễ thương  mua lần  chai luôn     ,0
4708, mình hơi thất vọng khi cuốn sách được giao bị trầy xước ở ngoài bìa bìa k đc bao lại và trông k đc mới ,1
4709, đã nhận dc hàng  máy khỏe  nhưng đóng gói  không dc tốt lắm ,1
4710, cam on shop nka e tkjk lam ,0
4711, sách bị sứt góc tiki nên xem lại chất lượng trước khi gửi hàng  ,1
4712, bạn giao hàng chỉ vì khách hàng không kịp trả lời tin nhắn mà nói với khách hàng với vẻ mặt và thái độ không hề lịch sự như trách mắng ,1
4713, sản phẩm rất tốt   tất cả đều hài lòng cho đến khi đếm và xem lại danh sách sản phẩm        mình mua tổng cộng  đôi  vs tổng tiền là k  vậy mà chỉ giao có  đôi    bên shop xem lại đơn hàng giùm mình      ,1
4714,  đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh😄 ,0
4715, đã nhận được hàng đóng gói cẩn thận mua đợt khuyến mại giá tốt ,0
4717, iphonex theo công bố của nsx không hề có giá bán m vnđ và giá bố láo sau khi giảm này còn cao hơn cả giá xách tay  ,1
4718, đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh ,0
4719,  chất lượng sản phẩm tuyệt vời   rất đáng tiền mua ,0
4720, mới dùng   lần chưa có kinh nghiệm    sao đi  ,0
4721, đẹp hơn cả mong đợi sẽ ủng hộ dài dài  hết sức ưng ý lun ạ  😘😘😘😘😘😘😘 ,0
